nazwa_ogloszenia,cena,opis,lokalizacja,zametr,pokoje,powierzchnia,umeblowane,czynsz,rodzaj zabudowy,rynek,piętro,typ,forma wlasnosci,stan wykonczenia,balkon/ogrod/taras,miejsce parkingowe,ogrzewanie
Mieszkanie 3pok widok na zieleń ok. ul Zwycięska,698 000 zł,"Na sprzedaż klimatyczne mieszkanie 3 pokojowe , z pięknym widokiem na zieleń wysoką i niską.
Centrum Ołtaszyna: boczna ulica Zwycięska
MIESZKANIE:
- 3 pokojowe, jasne, świetnie doświetlone od strony wschodniej;
- 3 piętro: mieszkanie dwupoziomowe z antresolą;
- na dole: salon z pięknym, wspaniale wyposażonym aneksem kuchennym, łazienką oraz hallem z dużą szafą na jednej ścianie
- na górze dwa pokoje: sypialnia oraz pokój dzieci i przedpokój z szafą wnękową
- w mieszkaniu klimatyzacja całoroczna: chłodzenie i grzanie na dwóch poziomach (na wifi)
Wysoki standard wyposażenia aneksu kuchennego: lodówka i zamrażalnik Samsung (z kostkarką ręczną), piekarnik elektryczno-parowy, zmywarka, płyta indukcyjna, meble z samodomykiem w systemie Blum. W łazience pralkosuszarka Samsung. Wszystko zostaje w cenie.
Opłaty na 4 osoby: 790 zł, ogrzewanie kotłownia gazowa w garażu, okna drewniane nowy typ
Do mieszkania przynależy garaż w podziemiu budynku, płatny dodatkowo 50 tys. zł
BUDYNEK:
Budynek z roku 2008 położony przy zielonym skwerze, w samym sercu Ołtaszyna, między ul. Zwycięską a ul. S.Generała Maczka.

Tylko 3 piętra: w klatce na parterze 2 mieszkania, a na kolejnych piętrach po 4 mieszkania;

W klatce wspólna rowerowania;

Dach z dachówki ( sprawdzany 2x do roku przez zarządcę)

Osiedle monitorowane

Pełna infrastruktura, kawiarnie, restauracje, kwiaciarnie, sklepy, piekarnie, banki, usługi, apteki....

Przedszkole publiczne oraz prywatne, szkoła podstawowa

Tor Wyścigów Konnych, a w pobliżu przystanki autobusowe z dogodnym dojazdem do centrum.


Wspaniałe miejsce do życia!

KONTAKT:
Anna Weran-Sus tel. 609-641-922
Państwowa Licencja w Obrocie Nieruchomościami nr 15248
email:
Wyłączność
::KONTAKT DO AGENTA
ESTATA | Anna Weran-Sus
609-641-922","ul. Zwycięska, Ołtaszyn, Krzyki, Wrocław, dolnośląskie",11 614 zł/m²,3,"60,1 m²",,790 zł,,wtórny,3/3,,,do zamieszkania,,garaż/miejsce parkingowe,inne
Kompaktowy apartament inwestycyjny - Partynice,"587 667,56 zł","Przedmiotem ogłoszenia jest 2-pokojowy apartament 3.05 położony na trzecim piętrze w inwestycji Zwycięska 3. To ustawny lokal o powierzchni 38,07 m2. Cechą inwestycji jest wysoki standard i świetna lokalizacja. Zapraszamy do zapoznania się z ofertą i do kontaktu.
Cena apartamentu obejmuje:
• kompleksowe wykończenie łazienki
• aneks kuchenny wraz ze sprzętem AGD
• klimatyzacja
• zamontowane drzwi wewnętrzne
• położone podłogi z wysokiej jakości paneli
• pomalowane ściany
Do wykończenia podstawowego istnieje możliwość dokupienia dodatkowej usługi wykończenia ""pod klucz"" widocznego na zdjęciach. Szczegóły w Biurze Sprzedaży i na stronie dewelopera Triada-Dom.
Inwestycja
Apartamentowiec „Zwycięska 3” to inwestycja zlokalizowana na Partynicach, przy ul. Zwycięskiej we Wrocławiu.
Jest to obiekt o charakterze hotelowym, w którym proponujemy zakup atrakcyjnych apartamentów inwestycyjnych oraz lokali handlowych.
Obiekt hotelowy posiada 4 piętra z podziemną halą garażową.
Na parterze zlokalizowane są lokale handlowe wraz z recepcją.
Powyżej powstaje 136 apartamentów inwestycyjnych o powierzchni od 18 m² do 74m² z aneksami kuchennymi i balkonami. Jest to znakomity cel biznesowy oraz idealne rozwiązanie dla pracodawców, którzy poszukują zakwaterowania dla swoich pracowników.
Dużą zaletą apartamentów inwestycyjnych jest możliwość odliczenia 23% podatku VAT.
W ofercie sprzedaży posiadamy także dwa lokale biurowe o powierzchni 476 m².
W budynku znajdują się trzy klatki schodowe oraz cichobieżne windy, które pozwolą na swobodne i bezproblemowe przemieszczanie się pomiędzy piętrami. Z myślą o zmotoryzowanych zaprojektowano parking w garażu podziemnym, który posiada 168 miejsc postojowych, dodatkowo, na zewnątrz na terenie inwestycji powstaje 69 naziemnych miejsc postojowych.
Lokalizacja
„Zwycięska 3” to doskonała lokalizacja dla miłośników aktywnego spędzania wolnego czasu, ponieważ znajduje się w bezpośrednim sąsiedztwie Wrocławskiego Toru Wyścigów Konnych oraz w pobliżu Parku Południowego oraz Parku Klecińskiego.
W odległości 3 km znajduje się największe centrum handlowe w Polsce - Aleja Bielany. Inwestycja jest bardzo dobrze skomunikowana z pozostałą częścią Wrocławia poprzez komunikację miejską, a bliskość Alei Karkonoskiej pozwala na szybki dojazd do autostrady A4 oraz Autostradowej Obwodnicy Wrocławia.",,"ul. Zwycięska, Partynice, Krzyki, Wrocław, dolnośląskie",2,"38,07 m²",,,,pierwotny,3/4,,,,balkon,garaż/miejsce parkingowe,
Atrakcyjny apartament 2-pok Zwycięska,"594 459,62 zł","Przedmiotem ogłoszenia jest 2-pokojowy apartament 3.04 położony na trzecim piętrze w inwestycji Zwycięska 3. To ustawny lokal o powierzchni 38,51 m2. Cechą inwestycji jest wysoki standard i świetna lokalizacja. Zapraszamy do zapoznania się z ofertą i do kontaktu.
Cena apartamentu obejmuje:
• kompleksowe wykończenie łazienki
• aneks kuchenny wraz ze sprzętem AGD
• klimatyzacja
• zamontowane drzwi wewnętrzne
• położone podłogi z wysokiej jakości paneli
• pomalowane ściany
Do wykończenia podstawowego istnieje możliwość dokupienia dodatkowej usługi wykończenia ""pod klucz"" widocznego na zdjęciach. Szczegóły w Biurze Sprzedaży i na stronie dewelopera Triada-Dom.
Inwestycja
Apartamentowiec „Zwycięska 3” to inwestycja zlokalizowana na Partynicach, przy ul. Zwycięskiej we Wrocławiu.
Jest to obiekt o charakterze hotelowym, w którym proponujemy zakup atrakcyjnych apartamentów inwestycyjnych oraz lokali handlowych.
Obiekt hotelowy posiada 4 piętra z podziemną halą garażową.
Na parterze zlokalizowane są lokale handlowe wraz z recepcją.
Powyżej powstaje 136 apartamentów inwestycyjnych o powierzchni od 18 m² do 74m² z aneksami kuchennymi i balkonami. Jest to znakomity cel biznesowy oraz idealne rozwiązanie dla pracodawców, którzy poszukują zakwaterowania dla swoich pracowników.
Dużą zaletą apartamentów inwestycyjnych jest możliwość odliczenia 23% podatku VAT.
W ofercie sprzedaży posiadamy także dwa lokale biurowe o powierzchni 476 m².
W budynku znajdują się trzy klatki schodowe oraz cichobieżne windy, które pozwolą na swobodne i bezproblemowe przemieszczanie się pomiędzy piętrami. Z myślą o zmotoryzowanych zaprojektowano parking w garażu podziemnym, który posiada 168 miejsc postojowych, dodatkowo, na zewnątrz na terenie inwestycji powstaje 69 naziemnych miejsc postojowych.
Lokalizacja
„Zwycięska 3” to doskonała lokalizacja dla miłośników aktywnego spędzania wolnego czasu, ponieważ znajduje się w bezpośrednim sąsiedztwie Wrocławskiego Toru Wyścigów Konnych oraz w pobliżu Parku Południowego oraz Parku Klecińskiego.
W odległości 3 km znajduje się największe centrum handlowe w Polsce - Aleja Bielany. Inwestycja jest bardzo dobrze skomunikowana z pozostałą częścią Wrocławia poprzez komunikację miejską, a bliskość Alei Karkonoskiej pozwala na szybki dojazd do autostrady A4 oraz Autostradowej Obwodnicy Wrocławia.",,"ul. Zwycięska, Partynice, Krzyki, Wrocław, dolnośląskie",2,"38,51 m²",brak informacji,,apartamentowiec,,3/4,deweloper,,,balkon,garaż/miejsce parkingowe,
2 pokoje w dobrej cenie ! Zielona okolica !,323 300 zł,"Na terenie inwestycji zaplanowano drogi wewnętrzne wyłożone kostką, oświetlenie oraz niskie nasadzenia. Wygodne połączenie z centrum Wrocławia zapewniają szybki wyjazd na Wschodnią Obwodnicę Wrocławia, przystanek autobusowy oraz nowe połączenie PKP Iwiny - Wrocław Główny.
W pobliżu osiedla znajduje się Park Bieńkowicki, a w odległości 4 km – popularne miejsce wypoczynku wrocławian – Park Brochowski.
Przynależności: Każdy dom posiadać będzie wysoki standard wykończenia rolety elektryczne na parterze, ogrzewanie podłogowe, instalacje pod montaż paneli fotowoltaicznych.
Bezpieczeństwo: drzwi antywłamaniowe, teren zamknięty. Wielkość Projektu: Inwestycja obejmuje 16 mieszkań oraz 8 lokali usługowych. Garaże: Do każdego mieszkania przynależy miejsce naziemne w cenie 18 000 pln. postojowe. Komunikacja -  Autobus 220 metrów, stacja kolejowa 4,3 km.
Zachęcam do kontaktu,
Tomasz Rybak
691 292 808","Brochów, Krzyki, Wrocław, dolnośląskie",10 600 zł/m²,2,"30,5 m²",brak informacji,250 zł,blok,,1/2,biuro nieruchomości,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,inne
Śliczne 4 pok. Mp w cenie/odnowione/ogród/kameralna wspólnota/bezpośr.,1 100 000 zł,"/Oferta bez pośredników/

Wspaniałe, wyremontowane mieszkanie na Wojszycach (ul. Grota-Roweckiego), położone na parterze dwupiętrowego budynku. Gotowe do wprowadzenia. Mieszkanie dwustronne, rozkładowe z ogrodem zaprojektowanym przez architekta krajobrazu.

BUDYNEK:

W budynku tylko 16 mieszkań- mała Wspólnota Mieszkaniowa, spokojni sąsiedzi i dobry Zarządca. Teren ogrodzony, brama na pilota, miejsca parkingowe dla mieszkańców pod budynkiem, nielimitowane i w cenie! Spokojna okolica.
Niedawno założony monitoring zewnętrzny. Za budynkiem urządzony teren zielony do wspólnego użytkowania przez mieszkańców z grillem i meblami ogrodowymi. Przystanek autobusowy bezpośrednio przed budynkiem.

UKŁAD MIESZKANIA:

Wejście z wiatrołapem, obok pomieszczenie gospodarcze i kuchnia otwarta na salon i korytarz, z korytarza wejście do 3 sypialni i łazienki.

Kuchnia z oknem, nowa i w pełni wyposażona z Ikei (zainstalowana w 2022 r.). Podłoga w kuchni i korytarzu z nowoczesnych, wodoodpornych paneli winylowych odpornych na ścieranie.

Salon duży i przestronny (ok. 27 m2) z wyjściem na ogród i dodatkowym oknem.

Trzy wygodne i ustawne sypialnie (ok. 13-14 m2), wyposażone w szafy w zabudowie. W jednej z nich dodatkowe wyjście na ogród.

W salonie i sypialniach piękne modrzewiowe podłogi cyklinowane 2 lata temu. Na ścianach gładzie.

Duża łazienka z wanną i osobnym prysznicem po generalnym remoncie w 2020 r. z meblami łazienkowymi w cenie. Ogrzewanie podłogowe.

Drzwi wejściowe i wszystkie okna wymienione w 2022 r. W oknach elektryczne rolety sterowane na pilota.

W mieszkaniu ogrzewanie elektryczne (grzejniki akumulatorowe ładujące się w tańszej taryfie).

Ogród o powierzchni 68 m2 z tarasem i chodnikiem wzdłuż ściany budynku. W ogrodzie dwa trawniki, piękne nasadzenia - magnolia, rododendrony i inne krzewy, byliny. Ogród od strony południowej, częściowo przyjemnie zacieniony.

W mieszkaniu można dokonać zmiany układu pomieszczeń np. wydzielić dodatkowy pokój lub dodatkową toaletę, a nawet możliwe jest podzielenie mieszkania na dwa osobne lokale.

W bezpośrednim pobliżu sklepy tj. Żabka, Biedronka, Lidl, a także apteka, warzywniaki oraz liczne lokale gastronomiczne. Bliskość terenów zielonych: nowy park Zielone Wojszyce, place zabaw dla dzieci, w odlegości kilku przystanków również Park Skowroni, Park Andersa oraz teren Wrocławskich Torów Wyścigów Konnych Partynice i Park Kleciński.

Komunikacja z miastem: 3 linie autobusowe (i 1 nocna) oraz stacja PKP Wrocław Wojszyce.

Serdecznie zapraszamy do kontaktu.","Wrocław, Krzyki",10536.4 zł/m²,4,"104,40 m²",Tak,,Apartamentowiec,Wtórny,Parter,Prywatne,,,,,
Piękny OGRÓDEK | Najlepsza CENA | Promocja | HIT !,378 000 zł,"Pracujemy 7 dni w tygodniu. Zainteresowała Cię oferta? Zadzwoń, zanim ubiegną Cię inni.
OSTATNIE!!
-> umów się na prezentację mieszkania na żywo
-> ostatnie mieszkania w ofercie
-> bez prowizji !!
OFERTA BEZPOŚREDNIO OD DEWELOPERA. Inwestycja mieści się 1 kilometr od granicy miasta.","ul. Ignacego Mościckiego, Bieńkowice, Krzyki, Wrocław, dolnośląskie",9 087 zł/m²,2,"41,6 m²",,,,pierwotny,parter,,pełna własność,,"ogródek, taras",garaż/miejsce parkingowe,miejskie
"Mieszkanie 3 pokoje, 1 km do Rynku! CO miejskie",529 900 zł,"Na sprzedaż mieszkanie przy ul. Św. Wincentego 19 - 1 km do Wrocławskiego Rynku!

Mieszkanie do remontu - w galerii poglądowe rzuty, projekty oraz stan obecny. Można je przearanżować na 3 pokoje z aneksem kuchennym lub trzy pokoje z oddzielą kuchnią. Parkiet nadaje się do renowacji. Okna są wymienione, niedawno zainstalowano tez w budynku ogrzewanie miejskie. Stropy betonowe, zadbana klatka schodowa. Wysokość pomieszczeń ok 2,8 m, piętro 2.

Na 52,09 m2 składają się - 2 pokoje, osobna kuchnia, korytarz, ustawna łazienka oraz piwnica (3 m2).
Niski czynsz do zarządcy.
Pełna własność z księgą wieczystą bez obciążeń.
Zapraszam, ogłoszenie bezpośrednie.

Pośredników proszę o kontakt wyłącznie z zainteresowanym klientem.","Wrocław, Stare Miasto",10798.86 zł/m²,3,"49,07 m²",Nie,,Kamienica,Wtórny,2,Prywatne,,,,,
Funkcjonalny apartament inwestycyjny Zwycięska 3,"595 077,08 zł","Przedmiotem ogłoszenia jest 2-pokojowy apartament 3.02 położony na trzecim piętrze w inwestycji Zwycięska 3. To ustawny lokal o powierzchni 38,55 m2. Cechą inwestycji jest wysoki standard i świetna lokalizacja. Zapraszamy do zapoznania się z ofertą i do kontaktu.
Cena apartamentu obejmuje:
• kompleksowe wykończenie łazienki
• aneks kuchenny wraz ze sprzętem AGD
• klimatyzacja
• zamontowane drzwi wewnętrzne
• położone podłogi z wysokiej jakości paneli
• pomalowane ściany
Do wykończenia podstawowego istnieje możliwość dokupienia dodatkowej usługi wykończenia ""pod klucz"" widocznego na zdjęciach. Szczegóły w Biurze Sprzedaży i na stronie dewelopera Triada-Dom.
Inwestycja
Apartamentowiec „Zwycięska 3” to inwestycja zlokalizowana na Partynicach, przy ul. Zwycięskiej we Wrocławiu.
Jest to obiekt o charakterze hotelowym, w którym proponujemy zakup atrakcyjnych apartamentów inwestycyjnych oraz lokali handlowych.
Obiekt hotelowy posiada 4 piętra z podziemną halą garażową.
Na parterze zlokalizowane są lokale handlowe wraz z recepcją.
Powyżej powstaje 136 apartamentów inwestycyjnych o powierzchni od 18 m² do 74m² z aneksami kuchennymi i balkonami. Jest to znakomity cel biznesowy oraz idealne rozwiązanie dla pracodawców, którzy poszukują zakwaterowania dla swoich pracowników.
Dużą zaletą apartamentów inwestycyjnych jest możliwość odliczenia 23% podatku VAT.
W ofercie sprzedaży posiadamy także dwa lokale biurowe o powierzchni 476 m².
W budynku znajdują się trzy klatki schodowe oraz cichobieżne windy, które pozwolą na swobodne i bezproblemowe przemieszczanie się pomiędzy piętrami. Z myślą o zmotoryzowanych zaprojektowano parking w garażu podziemnym, który posiada 168 miejsc postojowych, dodatkowo, na zewnątrz na terenie inwestycji powstaje 69 naziemnych miejsc postojowych.
Lokalizacja
„Zwycięska 3” to doskonała lokalizacja dla miłośników aktywnego spędzania wolnego czasu, ponieważ znajduje się w bezpośrednim sąsiedztwie Wrocławskiego Toru Wyścigów Konnych oraz w pobliżu Parku Południowego oraz Parku Klecińskiego.
W odległości 3 km znajduje się największe centrum handlowe w Polsce - Aleja Bielany. Inwestycja jest bardzo dobrze skomunikowana z pozostałą częścią Wrocławia poprzez komunikację miejską, a bliskość Alei Karkonoskiej pozwala na szybki dojazd do autostrady A4 oraz Autostradowej Obwodnicy Wrocławia.",,"ul. Zwycięska, Partynice, Krzyki, Wrocław, dolnośląskie",2,"38,55 m²",brak informacji,,apartamentowiec,,3/4,deweloper,,,balkon,garaż/miejsce parkingowe,
Inwestycyjne 4 pokoje w rozkładzie - Stare Miasto,695 000 zł,Film,"ul. Nożownicza, Stare Miasto, Stare Miasto, Wrocław, dolnośląskie",12 971 zł/m²,4,"53,58 m²",,800 zł,,wtórny,4/4,,pełna własność,do zamieszkania,balkon,,miejskie
Bezpośrednio I bez PCC I bez prowizji,389 890 zł,"Na sprzedaż bezpośrednio od właściciela mieszkanie 2 pokojowe w najzieleńszej dzielnicy Wrocławia. 
Najważniejsze informacje: 
gotowe do odbioru
bez PCC
bez prowizji
założona KW","Maślice, Fabryczna, Wrocław, dolnośląskie",13 900 zł/m²,2,"28,05 m²",brak informacji,"435,51 zł",blok,,1/2,prywatny,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,gazowe
Bezpośrednio I bez PCC i prowizji I do wykończenia,389 890 zł,"Na sprzedaż bezpośrednio od właściciela mieszkanie 2 pokojowe w najzieleńszej dzielnicy Wrocławia. 
Najważniejsze informacje: 
gotowe do odbioru
bez PCC
bez prowizji
założona KW","Maślice, Fabryczna, Wrocław, dolnośląskie",13 900 zł/m²,2,"28,05 m²",,"435,51 zł",,wtórny,1/2,,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,kotłownia
Idealne pod Wynajem | Dobrze Skomunikowane,404 509 zł,"Jedno z najszybciej rozwijających się miast w Europie jest idealnym miejscem do zamieszkania. Dynamiczny rynek pracy, bogata historia oraz ciekawa oferta kulturalna i edukacyjna sprawiają, że coraz więcej osób chce planować tutaj dalsze życie.
Nie czekaj, zadzwoń 690 057 525
Osiedle ulokowane na południe od śródmieścia Wrocławia, będzie bardzo dobrze skomunikowane z centrum.
Dostaniemy się tam szybko samochodem, komunikacją miejską, czy pociągami Kolei Dolnośląskich.
Na nogach dotrzemy w zaledwie 1 min do żłobka, Parku bieńkowice oraz Parku na skraju. Kawałek dalej mamy szkołe, park brochowski oraz szpital.

Brak Prowizji, mieszkanie prosto od Dewelopera. A co za tym też idzie? Nie ma podatku PCC, więc na samym starcie oszczędzasz 5% swoich środków.

Za mało informacji? Zadzwoń i dopytaj się. Chętnie odpowiem na każde pytanie.","Brochów, Krzyki, Wrocław, dolnośląskie",10 735 zł/m²,2,"37,68 m²",,,,pierwotny,2/2,,pełna własność,,balkon,garaż/miejsce parkingowe,miejskie
Bezpośrednio I bez PCC I bez prowizji,389 890 zł,"Na sprzedaż bezpośrednio od właściciela mieszkanie 2 pokojowe w najzieleńszej dzielnicy Wrocławia. 
Najważniejsze informacje: 
gotowe do odbioru
bez PCC
bez prowizji
założona KW","Maślice, Fabryczna, Wrocław, dolnośląskie",13 900 zł/m²,2,"28,05 m²",,"435,51 zł",,pierwotny,1/2,,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,gazowe
5 pokoi | Możliwość podziału na 2 mieszkania,1 050 000 zł,Wirtualny spacer,"ul. Władysława Łokietka, Nadodrze, Śródmieście, Wrocław, dolnośląskie",8 671 zł/m²,5,"121,1 m²",,,,wtórny,4/4,,pełna własność,do zamieszkania,,garaż/miejsce parkingowe,gazowe
Mieszkanie 2-pokojowe | Balkon | Winda w budynku,559 000 zł,Wirtualny spacer,"ul. św. Wincentego, Nadodrze, Śródmieście, Wrocław, dolnośląskie",10 108 zł/m²,2,"55,3 m²",,470 zł,,wtórny,6/7,,,do remontu,balkon,,miejskie
"Gotowe, 4 pokojowe mieszkanie z dwoma balkonami",799 000 zł,Film,"ul. Waniliowa, Lipa Piotrowska, Psie Pole, Wrocław, dolnośląskie",11 117 zł/m²,4,"71,87 m²",meble,590 zł,blok,,2/5,biuro nieruchomości,pełna własność,do zamieszkania,balkon,,inne
Duże mieszkanie | 4 pokoje | Inwestycja | 1 piętro,1 200 000 zł,Wirtualny spacer,"ul. Grunwaldzka, Plac Grunwaldzki, Śródmieście, Wrocław, dolnośląskie",11 990 zł/m²,4,"100,08 m²","lodówka, meble, piekarnik, kuchenka, pralka",500 zł,kamienica,,1/4,biuro nieruchomości,pełna własność,do zamieszkania,balkon,,gazowe
2 pokoje z balkonem w Centrum!,640 000 zł,"Na sprzedaż 2 pokojowe mieszkanie z balkonem w ścisłym centrum Wrocławia.

Mieszkanie w pełni rozkładowe 50m2 :

1 pokój dzienny około 20m2
1 sypialnia około 15m2
Garderoba
Łazienka
Kuchnia

Media:

ogrzewanie - sieć miejska
woda - piec jednofunkcyjny gazowy
czynsz- 560 zł ( w tym są już wszystkie zaliczki)
osobno płatny prąd i gaz ( podgrzanie wody oraz kuchenka)

Mieszkanie mieści się na 2 piętrze w budynku bez windy, blok z lat 70. Osiedle jest ogrodzone i zamknięte. Możliwość parkowania na osiedlu tylko dla mieszkańców.
Dodatkowo do mieszkania przynależy piwnica.
Lokal został odświeżony 3 miesiące temu, nie wymaga dodatkowych nakładów finansowych.
Na chwilę obecną mieszkanie jest wynajmowane, lokatorzy są chętni na jego kontynuowanie :)

Lokalizacja nieruchomości ul. Dworcowa

Pośredników zapraszam z klientami, nie podpisuję żadnych umów(chyba, że przed finalizacją sprzedaży)- ofertę możecie podesłać swojemu klientowi:) Ewentualne kwestie wynagrodzenia do ustalenia:) Powiedzmy, że jestem z branży :)

Po więcej szczegółów zapraszam do kontaktu.","Wrocław, Stare Miasto",12800 zł/m²,2,50 m²,Tak,,Blok,Wtórny,2,Prywatne,,,,,
